id,file
0,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc10_utt1.mp4
1,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc10_utt10.mp4
2,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc10_utt2.mp4
3,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc10_utt3.mp4
4,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc10_utt4.mp4
5,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc10_utt5.mp4
6,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc10_utt6.mp4
7,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc10_utt7.mp4
8,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc10_utt8.mp4
9,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc10_utt9.mp4
10,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt1.mp4
11,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt10.mp4
12,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt11.mp4
13,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt12.mp4
14,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt13.mp4
15,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt14.mp4
16,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt15.mp4
17,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt16.mp4
18,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt17.mp4
19,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt18.mp4
20,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt2.mp4
21,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt3.mp4
22,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt4.mp4
23,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt5.mp4
24,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt6.mp4
25,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt8.mp4
26,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc12_utt9.mp4
27,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc14_utt1.mp4
28,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc14_utt2.mp4
29,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc14_utt3.mp4
30,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc14_utt4.mp4
31,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc14_utt5.mp4
32,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc14_utt6.mp4
33,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc14_utt7.mp4
34,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc14_utt8.mp4
35,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc14_utt9.mp4
36,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc1_utt1.mp4
37,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc1_utt2.mp4
38,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc1_utt3.mp4
39,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc1_utt4.mp4
40,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc1_utt5.mp4
41,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc1_utt6.mp4
42,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc1_utt7.mp4
43,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc1_utt8.mp4
44,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc1_utt9.mp4
45,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt1.mp4
46,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt10.mp4
47,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt12.mp4
48,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt13.mp4
49,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt14.mp4
50,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt15.mp4
51,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt16.mp4
52,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt18.mp4
53,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt19.mp4
54,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt2.mp4
55,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt21.mp4
56,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt22.mp4
57,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt23.mp4
58,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt24.mp4
59,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt25.mp4
60,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt26.mp4
61,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt27.mp4
62,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt3.mp4
63,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt4.mp4
64,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt5.mp4
65,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt6.mp4
66,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt8.mp4
67,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc6_utt9.mp4
68,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc7_utt1.mp4
69,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc7_utt10.mp4
70,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc7_utt2.mp4
71,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc7_utt3.mp4
72,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc7_utt4.mp4
73,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc7_utt5.mp4
74,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc7_utt6.mp4
75,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc7_utt7.mp4
76,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc7_utt8.mp4
77,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc7_utt9.mp4
78,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc9_utt1.mp4
79,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc9_utt11.mp4
80,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc9_utt13.mp4
81,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc9_utt2.mp4
82,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc9_utt3.mp4
83,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc9_utt4.mp4
84,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc9_utt5.mp4
85,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc9_utt6.mp4
86,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc9_utt7.mp4
87,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc9_utt8.mp4
88,EMORYNLP/emorynlp_dev_splits/sea1_ep15_sc9_utt9.mp4
89,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc11_utt1.mp4
90,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc11_utt2.mp4
91,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc11_utt3.mp4
92,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc11_utt4.mp4
93,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc11_utt5.mp4
94,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc11_utt7.mp4
95,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt1.mp4
96,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt10.mp4
97,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt11.mp4
98,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt12.mp4
99,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt13.mp4
100,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt14.mp4
101,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt15.mp4
102,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt16.mp4
103,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt17.mp4
104,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt18.mp4
105,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt19.mp4
106,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt2.mp4
107,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt20.mp4
108,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt3.mp4
109,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt4.mp4
110,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt5.mp4
111,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt6.mp4
112,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt7.mp4
113,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt8.mp4
114,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc12_utt9.mp4
115,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc1_utt1.mp4
116,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc1_utt2.mp4
117,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc1_utt3.mp4
118,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc1_utt4.mp4
119,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc1_utt5.mp4
120,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc1_utt6.mp4
121,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc1_utt7.mp4
122,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc1_utt8.mp4
123,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc3_utt1.mp4
124,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc3_utt2.mp4
125,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc3_utt3.mp4
126,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc3_utt4.mp4
127,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc3_utt5.mp4
128,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt1.mp4
129,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt10.mp4
130,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt11.mp4
131,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt12.mp4
132,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt13.mp4
133,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt15.mp4
134,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt2.mp4
135,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt3.mp4
136,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt4.mp4
137,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt5.mp4
138,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt6.mp4
139,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt7.mp4
140,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt8.mp4
141,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc4_utt9.mp4
142,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt1.mp4
143,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt10.mp4
144,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt11.mp4
145,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt12.mp4
146,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt14.mp4
147,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt16.mp4
148,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt18.mp4
149,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt2.mp4
