file,valence,valence_scrambled,arousal,arousal_scrambled,dominance,dominance_scrambled,speaker
bartsch/bartsch_100044960_100204320_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.4152777777777778,0.45,0.7512820512820513,0.7814814814814816,0.7458333333333332,0.7468750000000001,bartsch
bartsch/bartsch_100204320_100260800_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.42638888888888893,0.45,0.6763888888888889,0.8018518518518518,0.7236111111111111,0.7531249999999999,bartsch
bartsch/bartsch_100260800_100381760_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.4305555555555556,0.4822916666666666,0.7448717948717949,0.7697916666666668,0.7381944444444444,0.7687499999999999,bartsch
bartsch/bartsch_100381760_100567520_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.40208333333333335,0.4895833333333333,0.7041666666666666,0.8194444444444445,0.7388888888888889,0.765625,bartsch
bartsch/bartsch_100567520_100651520_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.39166666666666666,0.50625,0.6916666666666668,0.7518518518518519,0.75,0.7072916666666668,bartsch
bartsch/bartsch_100651520_100716480_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.42083333333333334,0.425,0.6840277777777777,0.8101851851851851,0.7576388888888889,0.7291666666666666,bartsch
bartsch/bartsch_100716480_100767360_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.45625,0.4375,0.7125,0.7864583333333334,0.7597222222222223,0.8104166666666667,bartsch
bartsch/bartsch_100767360_100935680_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.425,0.5072916666666667,0.7211538461538461,0.703125,0.7166666666666667,0.7791666666666667,bartsch
bartsch/bartsch_100935680_100985120_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.4548611111111111,0.4916666666666667,0.6354166666666666,0.6906249999999999,0.6583333333333333,0.6885416666666666,bartsch
bartsch/bartsch_100985120_101125760_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.517361111111111,0.48854166666666665,0.6124999999999999,0.6927083333333334,0.6638888888888889,0.7125,bartsch
bartsch/bartsch_101125760_101309120_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.5041666666666667,0.5708333333333333,0.6569444444444444,0.6802083333333333,0.6680555555555555,0.7260416666666667,bartsch
bartsch/bartsch_101309120_101390400_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.49444444444444446,0.5333333333333333,0.6333333333333333,0.6895833333333333,0.6472222222222223,0.7270833333333333,bartsch
bartsch/bartsch_101390400_101574240_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.47361111111111115,0.5812499999999999,0.6055555555555555,0.7111111111111111,0.6541666666666667,0.7104166666666667,bartsch
bartsch/bartsch_101574240_101638720_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.43263888888888885,0.48541666666666666,0.6444444444444445,0.7231481481481481,0.7201388888888888,0.69375,bartsch
bartsch/bartsch_101638720_101681120_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.4458333333333333,0.5479166666666667,0.6826388888888889,0.7175925925925926,0.6895833333333333,0.728125,bartsch
bartsch/bartsch_101681120_101857600_7270920_mp3_128kb_stereo_de_128.mp3.wav,0.49652777777777773,0.5125000000000001,0.6769230769230768,0.7395833333333334,0.7062499999999999,0.7781250000000001,bartsch
